	GSM857496	GSM857497	GSM857498	GSM857499	GSM857500
ILMN_3275193	142.894	159.767	129.2556	123.1239	109.4482
ILMN_3275199	115.7541	119.7664	118.4469	148.2621	137.2523
ILMN_3275206	122.2852	112.5793	120.6663	117.4112	118.0051
ILMN_3275224	155.3967	134.0565	149.6866	117.7302	120.6127
ILMN_3275258	125.654	125.406	115.1829	133.9092	121.2582
ILMN_3275267	113.875	110.6112	116.0397	115.663	109.4629
ILMN_3275275	110.3419	113.7727	110.2226	126.6118	138.4537
ILMN_3275305	118.1224	123.0388	141.0764	117.9258	119.9159
ILMN_3275337	130.1234	126.6215	123.481	132.4962	113.9978
ILMN_3275345	110.7896	124.685	120.6217	6446.075	4359.351
ILMN_3275354	381.3138	521.6832	311.6628	118.8655	121.2357
ILMN_3275388	316.1245	374.9449	437.0542	477.9826	404.1275
ILMN_3275422	133.5866	112.8663	120.0748	180.9727	150.0456
ILMN_3275433	288.6556	289.2421	291.7411	137.414	110.7361
ILMN_3275447	113.506	117.7518	126.5541	4373.738	3909.435
ILMN_3275489	112.0218	133.1949	126.2735	5295.817	3715.762
ILMN_3275499	114.431	108.1074	127.4093	186.5318	202.8242
ILMN_3275505	113.35	117.8925	113.2095	120.3979	118.2827
ILMN_3275522	161.4299	209.0736	214.6175	117.772	126.0395
ILMN_3275531	137.7469	136.4717	137.1686	120.7397	115.6417
ILMN_3275540	9767.301	8945.548	11392.18	137.5151	120.0475
ILMN_3275575	113.9696	117.5545	116.8765	1099.439	1080.404
ILMN_3275580	143.0915	112.5213	126.678	188.4056	211.3044
ILMN_3275585	123.4183	149.5677	135.7732	138.0755	117.3441
ILMN_3275590	117.4655	139.8892	125.6968	4126.171	4041.041
ILMN_3275595	119.1757	126.5055	125.2681	119.0173	129.4822
ILMN_3275605	135.3583	115.6294	109.9205	115.6333	117.8851
ILMN_3275611	138.8551	117.695	120.0163	121.8628	123.4018
ILMN_3275615	119.3345	127.8778	127.0055	117.1586	129.9484
ILMN_3275637	195.5069	178.0165	147.6571	128.9374	136.4252
ILMN_3275672	133.0191	118.6152	123.9526	819.2669	1260.318
ILMN_3275685	750.0745	624.1799	571.9453	136.6106	126.1203
ILMN_3275696	132.6469	131.5429	139.7281	977.2278	1614.936
ILMN_3275724	190.2832	184.1164	165.5634	109.406	103.4195
ILMN_3275729	106.3644	127.1655	107.878	147.5392	138.4282
ILMN_3275771	126.481	140.9564	107.6738	134.4497	148.8412
ILMN_3275799	130.3251	142.3105	125.5504	130.4507	137.9706
ILMN_3275897	141.9045	127.0619	131.213	113.1443	129.5552
ILMN_3275907	125.0706	119.2601	113.7257	114.2922	110.3145
ILMN_3275919	123.168	132.982	124.8634	121.1157	125.8993
ILMN_3275929	113.8326	135.7942	117.1597	119.9226	107.2636
ILMN_3275936	130.0664	126.4425	125.3716	178.1651	251.6712
ILMN_3275972	123.4762	115.1703	120.7151	126.1798	131.3069
ILMN_3276002	131.0272	114.6384	119.1671	122.7696	128.1474
ILMN_3276005	122.3991	104.6887	126.546	186.8554	163.1996
ILMN_3276016	115.8403	122.4311	115.3664	172.3662	206.3045
ILMN_3276019	477.3843	472.0179	245.7773	455.9587	425.5294
ILMN_3276047	115.4062	118.8577	156.4769	108.4066	106.75
ILMN_3276071	127.5773	153.8678	136.415	123.843	123.1203
ILMN_3276095	141.2151	144.5672	209.0298	115.7741	125.9501
ILMN_3276108	125.4842	125.6425	141.2824	109.8885	121.0479
ILMN_3276119	132.2358	137.7888	143.3808	142.068	135.0976
ILMN_3276150	818.8162	980.3802	1127.589	126.8675	132.1927
ILMN_3276203	130.2133	125.365	117.4285	142.4938	141.886
ILMN_3276209	123.1174	105.2241	108.0833	5709.192	5655.599
ILMN_3276319	227.2327	199.5473	158.6236	125.9519	118.1751
ILMN_3276395	116.6524	119.5517	114.6332	167.1944	162.405
ILMN_3276409	136.7827	124.6905	129.3639	144.7011	125.3972
ILMN_3276444	498.5345	472.8661	382.1697	132.7657	130.4738
ILMN_3276504	134.0279	124.3822	129.7023	147.9781	129.4609
ILMN_3276510	122.768	137.8889	120.0794	116.5107	114.776
ILMN_3276525	299.7251	249.1985	191.7983	115.4474	106.1765
ILMN_3276647	133.0418	135.7036	144.6472	115.6941	124.4816
ILMN_3276656	110.4063	121.8832	127.6366	189.4031	205.3395
ILMN_3276676	126.7561	118.1866	127.0397	108.944	121.9522
ILMN_3276697	118.2994	139.072	123.7406	306.2471	348.6431
ILMN_3276713	125.9987	154.0622	165.1078	118.6031	129.7417
ILMN_3276751	138.3416	126.9831	159.4924	129.3058	117.3432
ILMN_3276794	105.1684	106.7611	113.0859	21729.9	22226.04
ILMN_3276822	160.4894	147.6612	168.6212	147.0215	164.0768
ILMN_3276859	118.3711	133.6169	115.8613	372.3039	308.5553
ILMN_3276861	147.3622	198.2621	188.5846	317.7164	287.037
ILMN_3276909	16290.96	12791.02	8123.638	118.2808	128.7723
ILMN_3276933	125.8842	128.4111	141.7205	133.9429	119.5136
ILMN_3276971	134.0944	131.1827	139.1754	412.7754	348.7411
ILMN_3276990	564.1503	382.3709	352.3506	28885.86	27513.64
ILMN_3277072	133.1949	110.0532	117.6075	126.1192	135.8514
ILMN_3277082	114.6029	119.0556	121.4676	120.5236	118.3946
ILMN_3277119	22534.25	26772.51	28419.54	120.2518	114.0745
ILMN_3277134	156.109	142.4027	135.553	212.8572	190.6617
ILMN_3277137	113.9323	133.6399	126.2941	140.043	139.5099
ILMN_3277152	108.3755	120.4842	123.6464	120.821	122.1869
ILMN_3277199	128.3582	145.1971	134.7023	128.9752	127.2963
ILMN_3277209	128.5691	127.756	133.3152	142.4882	191.9085
ILMN_3277282	131.4867	128.9784	114.6077	126.5094	122.9172
ILMN_3277297	7172.856	8234.071	9379.337	194.2831	156.1344
ILMN_3277307	26431.74	22226.04	25570.87	277.9472	225.4238
ILMN_3277321	127.0573	119.8942	124.1769	129.1032	135.1505
ILMN_3277332	128.6094	123.0474	146.3819	467.8926	355.2244
ILMN_3277365	125.8118	107.3306	115.2061	3979.167	5451.037
ILMN_3277387	234.1613	203.7428	276.5649	119.3223	116.7672
ILMN_3277402	114.1994	128.3305	133.7622	123.2457	112.5057
ILMN_3277420	132.3143	124.8487	137.1633	173.643	162.4805
ILMN_3277442	260.2339	276.3848	216.5953	135.8034	109.5162
ILMN_3277499	381.4904	352.3506	405.7074	115.6244	114.82
ILMN_3277501	217.8081	220.4778	234.8301	117.7249	131.4983
ILMN_3277511	146.755	131.0186	129.7125	144.1431	150.3339
ILMN_3277559	277.0424	208.0384	351.2161	125.0323	117.6751
ILMN_3277608	116.4988	129.9287	120.6363	148.3719	108.2534
ILMN_3277715	126.267	123.8806	121.6114	3153.109	3928.154
ILMN_3277722	113.3423	116.4579	122.9212	129.8055	130.1948
ILMN_3277826	1448.181	1295.367	1517.357	124.4926	114.386
ILMN_3277850	111.1161	126.8384	133.1635	140.4744	128.8279
ILMN_3277872	128.7154	124.1199	128.4969	432.7447	442.8476
ILMN_3277905	118.5502	124.731	115.0616	180.0128	223.7808
ILMN_3277993	130.3694	117.9344	117.913	121.9331	138.2931
ILMN_3278004	140.3438	119.8835	131.7757	136.0632	140.6403
ILMN_3278070	123.5618	140.1506	132.8366	541.7388	648.3319
ILMN_3278132	135.216	154.3905	157.8835	229.2872	256.7315
ILMN_3278137	122.7802	110.2144	126.9903	110.522	114.7349
ILMN_3278146	117.4365	125.2818	121.7979	118.3116	112.4688
ILMN_3278157	116.8741	140.7542	132.0148	1069.74	892.441
ILMN_3278170	471.8353	409.93	376.3036	332.8196	336.105
ILMN_3278208	408.9657	364.1296	294.4842	121.0947	113.2537
ILMN_3278245	129.4307	131.2964	137.0563	113.6734	121.9567
ILMN_3278287	136.736	133.3072	136.1419	115.7973	129.6899
ILMN_3278305	123.8946	121.6642	122.7928	114.4363	126.9571
ILMN_3278345	125.3668	122.5067	123.8936	126.2378	123.2923
ILMN_3278357	128.4906	144.3633	124.4805	126.0201	117.3412
ILMN_3278421	125.6743	122.9877	139.1918	129.1985	128.602
ILMN_3278438	152.0232	130.4015	163.2493	123.481	119.4212
ILMN_3278453	126.8323	121.3804	109.5064	105.0738	123.3209
ILMN_3278506	848.1994	828.7969	834.9758	15271.04	16220.23
ILMN_3278538	131.6571	133.4365	125.5133	122.0091	116.5993
ILMN_3278548	100.2765	107.6895	121.2311	149.3957	164.0258
ILMN_3278572	110.6053	121.5831	118.1303	112.8749	121.2776
ILMN_3278603	124.7812	116.0659	120.2822	119.0916	123.4431
ILMN_3278608	118.8655	131.3486	139.8956	135.8706	121.1339
ILMN_3278626	116.4276	119.4301	115.1257	130.7722	141.7751
ILMN_3278627	115.3222	122.2297	119.1834	133.3415	133.8676
ILMN_3278642	113.989	129.7023	116.161	133.1072	122.955
ILMN_3278683	140.6688	128.6568	141.9571	141.3652	113.5386
ILMN_3278735	148.4012	120.4138	122.5106	174.7387	175.9059
ILMN_3278745	134.0607	140.6806	125.4001	115.2241	114.7123
ILMN_3278753	126.29	131.8908	117.9502	127.8599	113.8117
ILMN_3278754	145.4998	132.0061	120.77	137.1064	134.4538
ILMN_3278809	159.2442	173.196	198.8539	123.4894	116.811
ILMN_3278835	162.412	131.271	125.7877	110.0599	108.4982
ILMN_3278851	117.7321	123.8449	110.5797	120.1367	119.8772
ILMN_3278879	117.3782	119.3445	128.7406	129.6899	129.9263
ILMN_3278893	132.194	127.9706	130.9245	128.0376	124.3438
ILMN_3278906	130.9751	116.9507	121.0822	27085.18	30191.23
ILMN_3278995	111.9527	106.4499	112.176	683.2585	742.4926
ILMN_3279017	291.1912	346.3238	265.1768	24627.11	23403.04
ILMN_3279092	125.3337	120.7292	113.9682	119.128	131.8702
ILMN_3279130	26503.72	24218.09	24025.64	123.3406	120.9299
ILMN_3279144	121.5249	116.692	106.958	115.2865	138.144
ILMN_3279166	111.6015	136.973	173.6781	125.8411	132.6898
ILMN_3279169	138.3275	116.8965	145.2669	109.1857	126.4966
ILMN_3279210	111.6239	117.9474	117.8065	126.293	117.6861
ILMN_3279219	128.4398	109.4273	130.9664	5158.496	4714.444
ILMN_3279277	126.4254	127.4729	120.3765	25191.56	26975.21
ILMN_3279282	115.0094	132.6941	116.2702	133.9548	157.8215
ILMN_3279297	117.8595	133.9622	112.8316	124.4082	123.9801
ILMN_3279306	115.833	124.6494	117.2119	13977.42	13308.24
ILMN_3279320	134.2114	123.5134	126.23	127.0015	149.0398
ILMN_3279322	129.5647	131.8383	122.1096	22166.79	27255.52
ILMN_3279354	135.5808	128.4265	132.4498	127.023	121.1993
ILMN_3279358	124.2656	125.4385	118.1921	133.9446	144.2016
ILMN_3279365	116.4621	121.8748	126.9519	126.9134	116.9574
ILMN_3279414	23511.18	28331.91	24125.63	347.766	315.0332
ILMN_3279449	108.3437	116.031	107.6434	139.2506	135.2371
ILMN_3279531	113.5622	123.9344	124.3513	135.3447	124.2509
ILMN_3279561	239.9141	252.246	264.9824	126.2529	146.0747
ILMN_3279575	145.2669	124.5129	135.55	122.7572	120.0405
ILMN_3279585	118.8844	111.8773	121.7869	115.0414	115.1326
ILMN_3279611	124.2545	122.4686	110.2829	118.7875	124.1071
ILMN_3279619	113.1892	110.8169	126.1702	2675.274	1505.146
ILMN_3279628	110.6662	122.3018	120.1354	119.8238	114.7336
ILMN_3279640	135.8916	141.2398	121.5882	140.2763	142.0528
ILMN_3279652	127.0055	118.5319	119.2175	214.1499	173.4184
ILMN_3279657	146.3847	141.5439	150.4427	115.2312	126.1292
ILMN_3279675	154.9955	128.9134	118.0952	5425.188	5984.81
ILMN_3279707	129.9253	129.5496	161.9307	176.4912	147.8532
ILMN_3279712	113.7388	120.0576	132.5837	1577.298	2039.984
ILMN_3279757	115.7597	118.5462	109.3357	112.5103	116.4445
ILMN_3279863	127.826	114.1622	118.236	123.4027	125.1066
ILMN_3279875	125.7092	126.0801	133.9845	141.2925	154.6631
ILMN_3279877	113.2643	120.6633	109.2913	135.5808	121.2268
ILMN_3279881	143.8128	134.4814	131.5558	125.3762	122.9261
ILMN_3279904	126.4506	128.2005	132.2323	138.6079	126.3547
ILMN_3279927	116.3378	119.3107	124.1691	123.8196	118.8744
ILMN_3279935	135.2825	135.2065	129.3651	185.5341	273.9812
ILMN_3279960	136.9765	126.7498	144.7947	280.9746	244.9498
ILMN_3279964	155.1747	128.5624	165.4965	152.7282	146.8613
ILMN_3279979	136.7082	122.321	122.336	120.113	118.719
ILMN_3279987	117.7249	125.605	123.5529	112.4779	127.879
ILMN_3279996	132.9914	102.1866	146.0568	136.3155	132.4793
ILMN_3280019	301.8949	352.5128	440.7734	11362.45	10351.68
ILMN_3280020	120.4156	120.7206	107.3104	1733.094	1330.434
ILMN_3280042	123.3492	128.9899	108.5006	113.6533	116.9542
ILMN_3280126	120.2908	116.6502	105.8917	191.2096	156.2456
ILMN_3280170	121.274	135.9189	125.6016	119.6482	130.9419
ILMN_3280173	144.4693	140.8807	136.1914	125.6268	109.4723
ILMN_3280220	25774.53	25271.77	25002.53	112.5727	123.5626
ILMN_3280238	125.6611	133.7524	151.3356	120.7786	139.1713
ILMN_3280269	540.4232	424.5557	586.2367	141.3753	133.1332
ILMN_3280294	118.711	116.3749	117.2346	114.68	117.5779
ILMN_3280299	136.9111	127.1187	128.257	129.1395	115.5526
ILMN_3280308	109.8819	126.285	140.1483	131.6521	119.0365
ILMN_3280312	135.0338	115.6996	136.4864	122.6487	122.2693
ILMN_3280323	148.5192	137.6511	150.706	119.7917	107.7706
ILMN_3280331	149.2744	124.7975	172.3546	135.7146	114.3025
ILMN_3280359	112.7757	113.8624	134.5386	107.0354	122.027
ILMN_3280382	134.0209	133.2678	124.6193	123.8167	119.4896
ILMN_3280402	125.6678	124.427	164.6645	133.2826	144.698
ILMN_3280416	165.2053	199.2529	195.3344	123.4518	105.2987
ILMN_3280429	110.4385	117.0775	118.0041	113.1788	116.5715
ILMN_3280435	129.0208	108.7025	117.7206	109.7914	113.8051
ILMN_3280442	122.3322	119.2707	129.246	123.5473	127.5133
ILMN_3280459	145.1801	153.0854	139.4552	128.0696	135.7892
ILMN_3280496	134.4497	119.7577	120.8694	281.2831	221.3518
ILMN_3280565	117.962	139.6041	142.0711	10746.47	10401
ILMN_3280579	113.6414	128.6545	117.4939	178.0535	166.9188
ILMN_3280594	127.2199	124.9817	121.1091	118.7247	126.1818
ILMN_3280605	133.4661	124.218	132.8642	119.1234	117.2476
ILMN_3280618	119.5147	116.711	121.3674	112.9576	122.9542
ILMN_3280628	194.0974	229.8176	313.3819	341.9013	426.6667
ILMN_3280651	138.2679	125.8986	167.3894	118.9127	124.8605
ILMN_3280667	1384.497	841.5921	825.5059	262.6145	257.8726
ILMN_3280695	119.7878	119.388	124.7784	158.0886	144.5022
ILMN_3280711	122.4561	113.4482	120.0233	112.6238	121.5969
ILMN_3280734	111.763	112.6771	135.7021	121.1034	116.9299
ILMN_3280735	111.2994	103.7676	121.0462	303.1773	223.2315
ILMN_3280792	160.6604	179.005	132.0932	111.794	117.4285
ILMN_3280827	120.7197	122.0619	133.856	114.6497	127.9497
ILMN_3280842	128.8645	123.6809	125.1836	1136.436	918.4755
ILMN_3280847	99.59229	127.7125	140.2636	1605.236	1519.082
ILMN_3280860	150.4258	166.0105	126.1232	137.8086	142.6931
ILMN_3280926	130.6945	109.1199	124.9199	139.8143	147.5486
ILMN_3280943	120.3371	134.4108	121.7168	1580.366	1440.996
ILMN_3280952	139.4612	126.3364	123.501	25698.44	23459.8
ILMN_3280961	120.2566	127.9908	147.3817	129.294	141.0128
ILMN_3280998	130.2155	111.0992	115.4741	129.246	126.6185
ILMN_3281023	3492.643	2202.874	1612.979	125.2531	137.6511
ILMN_3281039	129.9577	113.7403	120.1781	480.4026	356.6537
ILMN_3281128	130.6779	125.9173	144.5418	107.3877	113.9264
ILMN_3281134	114.4048	105.4627	114.2287	117.9999	111.6917
ILMN_3281155	127.0329	123.1653	110.9618	110.7481	119.6743
ILMN_3281165	120.2697	101.2501	134.1596	125.5481	113.9545
ILMN_3281195	117.8065	137.1298	133.4418	119.5885	114.8875
ILMN_3281294	194.4156	185.3708	217.2884	182.0837	196.663
ILMN_3281309	112.6592	130.8653	127.729	139.144	141.5785
ILMN_3281327	112.3281	122.6989	139.1318	128.9656	130.2965
ILMN_3281342	117.1712	111.3208	123.6836	140.0736	119.8981
ILMN_3281365	113.8875	118.6204	115.8901	149.8118	142.967
ILMN_3281383	408.0133	460.4958	497.8801	138.7942	124.7215
ILMN_3281387	156.2337	177.1651	155.2695	128.945	125.4129
ILMN_3281438	115.4901	125.2015	109.9143	115.8269	127.6014
ILMN_3281470	119.5606	126.6647	115.2639	123.5068	116.4201
ILMN_3281480	177.4901	202.6406	165.4316	131.9515	130.4174
ILMN_3281502	133.0388	145.415	133.0972	365.4392	286.3473
ILMN_3281517	111.4016	121.5892	119.3398	181.3844	154.0342
ILMN_3281539	144.8534	148.9526	133.2949	111.5604	119.0716
ILMN_3281563	116.2998	116.1482	125.1749	11584.91	12658.54
ILMN_3281591	130.1709	124.6383	119.4619	136.8814	127.1335
ILMN_3281594	110.1724	121.8663	124.7987	127.0282	123.5179
ILMN_3281599	122.194	123.8512	126.2679	24075.85	28377.56
ILMN_3281627	107.9005	112.5116	124.0714	167.8915	179.3597
ILMN_3281632	107.3606	129.1472	141.9274	112.3791	123.4092
ILMN_3281651	115.7869	117.7177	133.0317	121.2365	127.8559
ILMN_3281684	181.9057	225.1236	228.7163	208.1049	208.0384
ILMN_3281719	117.3281	124.4259	119.233	119.388	133.7498
ILMN_3281727	113.3789	124.1346	123.9801	146.5685	139.8334
ILMN_3281748	17482.72	17434.46	16778.62	134.8913	131.4097
ILMN_3281767	162.2209	170.3314	184.2429	120.4196	114.5343
ILMN_3281845	127.8836	147.5392	125.744	114.9922	125.61
ILMN_3281855	152.8285	155.3578	155.9394	134.0265	154.46
ILMN_3281877	125.819	131.0309	132.5669	187.9951	193.1237
ILMN_3281988	127.0453	135.9659	124.4304	111.1518	129.8004
ILMN_3282032	128.3702	126.4946	113.9146	128.6618	105.2102
ILMN_3282034	121.0997	114.2558	124.1266	116.2096	119.7949
ILMN_3282038	127.7665	115.7869	119.8297	136.1404	133.2096
ILMN_3282061	224.5265	198.7318	188.7668	113.7116	102.5906
ILMN_3282066	139.1675	151.6568	122.9945	114.5673	121.9607
ILMN_3282067	124.2743	128.1955	149.7902	126.8855	116.9139
ILMN_3282121	221.334	219.1729	216.8183	116.0173	131.4443
ILMN_3282138	143.8008	128.2036	133.4137	129.7218	126.285
ILMN_3282174	133.2272	149.7365	142.2891	2808.307	2912.574
ILMN_3282184	119.3389	120.2084	139.854	125.4079	121.0295
ILMN_3282245	109.838	125.6159	116.3795	123.0513	109.7275
ILMN_3282263	108.2402	116.881	112.1459	122.0121	122.0381
ILMN_3282285	121.0025	116.1833	110.4864	133.6053	120.6614
ILMN_3282292	120.2947	128.5163	120.4283	810.2128	796.2542
ILMN_3282321	119.8991	119.1244	125.9633	823.1525	871.0968
ILMN_3282382	141.3491	119.645	123.2654	121.6932	112.667
ILMN_3282387	151.0384	173.7947	170.9318	130.9982	132.0804
ILMN_3282395	393.6053	419.4288	284.998	219.9654	217.3327
ILMN_3282436	126.7235	158.9039	116.703	2590.164	2776.893
ILMN_3282495	119.6846	133.5235	119.8542	126.2842	120.8722
ILMN_3282496	142.5309	118.7037	160.1145	118.4469	135.3088
ILMN_3282503	128.3483	123.3596	138.8473	478.0718	463.6886
ILMN_3282506	122.1921	136.2126	114.6264	615.8591	625.8891
ILMN_3282517	110.8431	128.5464	119.8113	125.2228	145.5459
ILMN_3282529	123.6782	118.7511	138.4168	130.045	116.6873
ILMN_3282549	140.268	132.8655	128.3766	125.8226	131.1921
ILMN_3282561	133.6535	138.1854	136.5351	115.4246	136.7011
ILMN_3282570	4918.4	2959.531	4012.523	121.2357	110.3162
ILMN_3282578	122.7866	111.5069	127.1526	137.8718	130.7665
ILMN_3282587	136.4219	127.5773	134.9722	857.0618	708.3943
ILMN_3282632	112.5982	112.7579	115.3266	125.0052	131.4614
ILMN_3282704	128.5903	148.1309	119.5942	154.1138	179.1544
ILMN_3282726	3715.762	1768.156	1778.453	131.7814	131.6966
ILMN_3282740	128.2099	144.1169	129.4434	121.0936	128.0745
ILMN_3282745	5738.224	4592.073	7058.998	122.6925	125.2135
ILMN_3282764	269.5894	128.8645	213.7318	125.2126	119.7342
ILMN_3282768	773.2944	636.8928	311.7156	1986.895	1517.942
ILMN_3282773	120.736	127.0133	114.5735	192.3963	223.6579
ILMN_3282783	128.021	144.1803	141.6013	123.8043	109.0104
ILMN_3282786	111.1934	124.355	120.3649	149.9001	143.4987
ILMN_3282829	111.0183	120.4557	147.9704	122.475	128.1086
ILMN_3282835	141.4265	121.6114	138.056	135.5098	133.2316
ILMN_3282844	123.7351	107.965	116.3948	163.409	177.7537
ILMN_3282892	129.9785	130.4067	117.7664	141.3159	114.8691
ILMN_3282897	129.1925	109.3255	117.7988	115.3565	115.7694
ILMN_3282917	2448.614	2220.278	1995.747	119.6125	125.9133
ILMN_3282937	138.873	118.2524	104.2962	132.3966	151.3845
ILMN_3282938	108.5212	107.4273	126.8167	119.4201	117.696
ILMN_3282972	126.221	116.346	129.3144	119.1361	126.4276
ILMN_3282983	126.946	125.932	133.0302	3082.728	3744.191
ILMN_3283015	148.3133	190.9897	138.2622	703.574	736.2641
ILMN_3283032	118.9995	122.1481	108.4704	167.4934	168.3831
ILMN_3283043	1302.129	1357.954	1559.945	121.2302	131.0592
ILMN_3283073	124.4554	142.2766	133.4207	151.4635	126.1613
ILMN_3283090	136.0455	120.9775	118.8546	272.474	234.2116
ILMN_3283114	110.9638	120.5506	114.1146	149.2975	166.2558
ILMN_3283141	118.0703	121.5112	127.2168	182.5257	182.3945
ILMN_3283146	134.2382	133.0114	126.5356	163.2151	147.7823
ILMN_3283155	154.4811	127.1889	117.5828	33364.3	21147.36
ILMN_3283180	1221.442	1055.561	683.4304	129.6749	123.2457
ILMN_3283203	164.6314	165.5545	230.3465	110.775	114.8451
ILMN_3283225	17197.25	15933.61	9213.934	138.2622	148.7201
ILMN_3283244	111.341	122.8664	123.3342	162.2845	179.6816
ILMN_3283253	105.7913	118.8717	131.0111	110.2978	124.1336
ILMN_3283316	126.6829	127.3324	119.946	122.4205	120.6994
ILMN_3283326	114.23	132.9616	131.074	142.9247	135.9583
ILMN_3283335	111.8121	118.7875	116.4065	135.6108	133.9121
ILMN_3283344	131.459	122.1754	130.9702	126.7097	132.5515
ILMN_3283369	128.5936	124.2278	112.6592	124.3594	165.6264
ILMN_3283434	118.2953	117.1282	123.9093	128.2511	117.8583
ILMN_3283444	127.2757	144.6758	119.8562	122.8605	128.6364
ILMN_3283449	126.1351	134.1535	122.2068	1585.887	1021.343
ILMN_3283455	115.9883	111.6386	132.8	174.265	160.7971
ILMN_3283458	131.7547	124.0706	120.8107	125.5705	122.8051
ILMN_3283463	122.3631	119.2582	125.5029	148.409	138.2182
ILMN_3283470	316.3866	256.3411	340.2937	451.5871	370.8946
ILMN_3283550	16168.84	22292.82	20438.06	122.806	129.4158
ILMN_3283563	128.3337	107.7737	116.8251	125.592	119.9269
ILMN_3283569	122.076	123.9584	120.003	133.4098	122.4038
ILMN_3283573	123.3028	139.1731	109.1616	25968.91	24075.85
ILMN_3283592	136.5477	126.2416	111.2795	226.2712	218.4671
ILMN_3283664	493.4954	452.5051	459.518	2317.001	2273.56
ILMN_3283680	122.3965	125.1192	125.3582	4662.058	4788.094
ILMN_3283695	123.2622	136.7283	131.1404	117.8515	122.8558
ILMN_3283742	536.506	403.7987	303.339	438.5702	751.3112
ILMN_3283772	119.4221	115.7483	139.8847	4666.916	2945.805
ILMN_3283775	126.8807	119.7968	117.7997	2106.792	2225.553
ILMN_3283782	123.9335	107.7389	109.6225	114.7497	104.1319
ILMN_3283846	124.3774	129.6693	107.7361	118.1825	122.5528
ILMN_3283859	858.6783	889.5599	614.4386	125.7459	114.9242
ILMN_3283866	117.5287	123.3605	126.2727	125.6913	132.7727
ILMN_3283869	134.9957	120.7941	115.2525	102.1728	122.338
ILMN_3283904	134.6229	122.017	129.8406	119.6025	116.1878
ILMN_3283936	133.5793	149.8421	143.7643	113.1051	139.3854
ILMN_3283960	118.0694	159.4484	126.9086	143.1134	156.186
ILMN_3283965	1145.737	829.281	613.2917	122.3481	135.799
ILMN_3283977	129.5208	121.8797	124.206	124.7327	116.0223
ILMN_3283991	118.2744	121.87	119.8735	134.695	120.7421
