"GSM1512142"	"GSM1512143"	"GSM1512144"	"GSM1512145"	"GSM1512146"	"GSM1512147"	"GSM1512148"	"GSM1512149"	"GSM1512150"	"GSM1512151"	"GSM1512152"	"GSM1512154"	"GSM1512177"	"GSM1512178"	"GSM1512179"	"GSM1512180"	"GSM1512181"	"GSM1512182"	"GSM1512183"	"GSM1512184"	"GSM1512191"	"GSM1512192"	"GSM1512296"	"GSM1512297"	"GSM1512298"	"GSM1512299"	"GSM1512312"	"GSM1512313"	"GSM1512314"	"GSM1512367"	"GSM1512368"	"GSM1512369"	"GSM1512370"	"GSM1512371"	"GSM1512372"	"GSM1512373"	"GSM1512374"	"GSM1512439"	"GSM1512441"	"GSM1512442"	"GSM1512443"	"GSM1512444"	"GSM1512463"	"GSM1512464"	"GSM1512465"	"GSM1512466"	"GSM1512478"	"GSM1512480"	"GSM1512481"	"GSM1512493"	"GSM1512502"	"GSM1512503"	"GSM1512510"	"GSM1512511"	"GSM1512512"	"GSM1512513"	"GSM1512514"	"GSM1512515"	"GSM1512516"	"GSM1512520"	"GSM1512521"	"GSM1512522"	"GSM1512523"	"GSM1512524"	"GSM1512528"	"GSM1512529"	"GSM1512536"	"GSM1512537"	"GSM1512539"	"GSM1512541"	"GSM1512582"	"GSM1512583"	"GSM1512585"	"GSM1512659"	"GSM1512660"	"GSM1512661"	"GSM1512662"	"GSM1512663"	"GSM1512664"	"GSM1512665"	"GSM1512666"	"GSM1512667"	"GSM1512668"	"GSM1512696"	"GSM1512697"	"GSM1512698"	"GSM1512709"	"GSM1512710"	"GSM1512711"	"GSM1512761"	"GSM1512762"	"GSM1512763"	"GSM1512764"	"GSM1512765"	"GSM1512766"	"GSM1512767"	"GSM1512768"	"GSM1512780"	"GSM1512781"	"GSM1512782"	"GSM1512783"	"GSM1512784"	"GSM1512785"	"GSM1512786"	"GSM1512787"	"GSM1512791"	"GSM1512792"	"GSM1512793"	"GSM1512794"	"GSM1512795"	"GSM1512796"	"GSM1512797"	"GSM1512798"	"GSM1512799"	"GSM1512800"	"GSM1512801"	"GSM1512802"	"GSM1512803"	"GSM1512804"	"GSM1512805"	"GSM1512806"	"GSM1512807"	"GSM1512808"	"GSM1512809"	"GSM1512810"	"GSM1512811"	"GSM1512812"	"GSM1512813"	"GSM1512814"	"GSM1512815"	"GSM1512816"	"GSM1512817"	"GSM1512818"	"GSM1512819"	"GSM1512820"	"GSM1512821"	"GSM1512822"	"GSM1512823"	"GSM1512824"	"GSM1512825"	"GSM1512826"	"GSM1512827"	"GSM1512828"	"GSM1512829"	"GSM1512830"	"GSM1512831"	"GSM1512832"	"GSM1512837"	"GSM1512840"	"GSM1512847"	"GSM1512849"	"GSM1512850"	"GSM1512860"	"GSM1512861"	"GSM1512868"	"GSM1512869"
"hsa-miR-624*"	18.19947569	1.622735939	65.94399428	74.38751192	25.82888465	23.55648236	21.58174452	14.92159199	27.35104862	28.01954242	45.65800763	97.06124881	17.97068637	1	29.99308866	44.63989514	1	31.01882745	20.84103908	1	2.539799809	77.45638704	27.45781697	84.31911344	1	1	72.8229266	49.4549571	48.7886082	1	1	1	1	1	1	1	1	28.87940896	3.229980934	1	10.43303146	3.0107245	38.14227836	77.45638704	1	10.12225929	47.00786463	5.541229743	46.42016206	46.42016206	1	42.55409914	57.23474738	111.6422784	50.20638704	29.14227836	97.80219256	127.8815539	51.164204	1	13.61892278	30.14942803	11.16754051	22.40252622	52.76382269	2.053622498	4.05171592	13.28336511	11.61320305	5.316253575	16.36630124	40.5407531	1	65.67421354	23.76453765	90.34771211	2.907769304	5.790514776	25.46067684	1	58.6008103	56.12559581	2.412059104	1	1	9.346758818	1	47.60653003	12.07769304	21.58174452	41.7542898	43.49285033	5.541229743	25.38250715	1	70.75714967	53.27669209	20.53408008	100.2480934	43.49285033	25.63632031	1	69.20090562	101.8303146	61.93493804	73.7542898	64.23999047	97.49165872	86.88298379	87.03932316	109.2061487	28.52264061	22.11177312	146.9935653	38.07554814	1	22.82030505	57.01739752	1	71.40824595	43.09556721	52.3443756	1	269.7962345	25.07745472	37.58555767	82.51310772	24.84485224	9.346758818	1	1	32.1556244	91.95162059	15.3014776	40.5407531	107.6280982	49.4549571	44.63989514	101.4525739	1	1	60.79623451	9.565538608	83.04003813	1	1	36.12797903	48.27383222	13.50071497	143.5879409	1	1	44.54647283	58.80243089	1	84.97783603
"hsa-miR-625"	42.72378456	36.80719733	132.9176597	223.6699237	115.2018589	141.0903241	33.1813632	96.88965682	172.3138704	129.9699714	65.29051478	65.17087703	52.98522402	46.22020972	1.413012393	1	2.280505243	61.21711153	1	1	62.83245949	174.0750715	127.8815539	120.9030029	68.89156339	132.0445663	116.8236416	128.1846997	27.66372736	129.1165396	125.1313155	261.2249762	48.67612011	42.94685415	85.4849857	43.60367016	33.50548141	197.2828885	19.32102002	3.676120114	28.95591039	59.5	58.37964728	55.75905624	29.50500477	38.00881792	116.3601049	140.0402765	241.0765014	126.8753575	94.99737846	303.8851287	147.2969495	121.6968541	133.4949952	180.9663966	66.36534795	4.269065777	1	1	1	1	1	22.40252622	166.936368	147.2969495	1	11.26096282	19.58651096	19.58651096	35.35104862	193.457817	193.457817	127.6448999	23.76453765	54.31720686	42.39966635	80.9463775	45.90967588	66.14037178	33.1813632	165.0383699	110.7690658	6.351048618	206.0100095	77.45638704	50.83817922	108.3977598	165.5264538	1	4.160390848	17.76429933	41.7542898	58.7113918	194.9759295	166.0145377	76.81720686	34.46258341	80.28789323	185.5381316	133.7990944	155.2519066	208.82102	229.7044805	170.5903241	216.8524786	223.6699237	131.5340801	150.8343661	218.0822212	141.0903241	11.16754051	15.18303146	126.5152526	12.07769304	48.46258341	84.15324118	129.3677312	96.88965682	143.256673	180.3884652	234.6558627	11.16754051	111.1768351	95.51596759	187.6618208	195.7228313	64.35605338	50.83817922	137.9506673	43.60367016	177.7790753	136.743327	96.71806482	181.6127264	208.82102	85.36820782	1	1	20.31482364	1	10.12225929	23.07793136	83.04003813	87.58079123	13.50071497	14.30910391	74.11081983	79.25476644	34.29003813	13.18422307	14.61653956	35.35104862	131.2249762	59.36630124	9.238560534
"hsa-miR-625*"	132.3444948	153.9840324	230.8686845	219.3119638	254.4806959	289.164204	461.4444709	382.8300763	388.7623928	219.3119638	150.8343661	327.8791706	106.8188751	46.22020972	63.44065777	125.3584366	53.60653003	136.1746902	89.5107245	170.5903241	228.5402765	201.6108198	186.2704957	271.5741182	257.9065777	421.1901811	164.5274071	161.0760248	177.1384652	200.750715	125.1313155	85.24451859	48.67612011	17.14227836	8.021687321	34.14180172	179.1151096	190.4988084	264.5064347	111.3944233	100.2480934	222.6827931	285.2452336	241.0765014	528.9684223	942.8064824	361.4892755	313.4006196	484.0035748	157.4196854	142.5092946	187.6618208	251.0748332	233.3400858	218.0822212	452.6994757	122.7054337	107.6280982	523.6932793	106.2542898	128.4878456	158.2318875	150.3784557	257.9065777	254.4806959	308.5085796	56.25881792	75.94828408	134.9530505	189.7457102	409.7557197	280.8615348	318.2790753	385.7962345	310.913489	484.0035748	185.5381316	308.5085796	452.6994757	513.4010963	315.8877502	65.94399428	88.73999047	352.6241659	69.20090562	61.48736892	143.5879409	91.95162059	143.256673	172.3138704	194.9759295	251.0748332	172.9101525	206.9459009	306.1036702	213.9330315	186.9661582	117.0545758	122.4606768	176.0235939	191.2538132	241.0765014	237.2642993	203.1317922	230.8686845	199.8906101	194.9759295	222.6827931	218.0822212	199.8906101	215.9218303	117.764061	132.3444948	5.92778837	87.73522402	89.5107245	139.6794566	209.7690658	132.3444948	189.7457102	83.51596759	202.371306	58.7113918	5.094137274	51.86582459	143.5879409	186.9661582	194.2168732	182.9132507	199.8906101	171.1546711	142.164204	170.0259771	171.7342707	222.6827931	194.2168732	1	31.49523356	1	32.02216397	93.80004766	1	102.1827931	1	119.0188275	47.11272641	111.8901335	201.6108198	249.4020496	222.6827931	75.20662536	79.25476644	303.8851287	176.0235939	367.2967112	94.99737846
"hsa-miR-626"	4.05171592	26.40490944	1	35.71711153	7.908960915	2.412059104	9.05171592	40.38060057	1	10.43303146	65.29051478	73.45638704	31.12535748	32.28908484	1.413012393	1	29.70328885	31.01882745	26.85915157	14.45448046	38.3100572	1	1	18.957102	91.15800763	65.17087703	1	1	1	1	1	45.47497617	106.4506673	17.14227836	33.10128694	157.8257865	33.50548141	1	42.10748332	172.9101525	73.21234509	59.5	11.8948999	36.61987607	73.86677788	24.15181125	37.58555767	68.7242612	62.4528122	22.3014776	10.66754051	19.58651096	57.23474738	72.26668255	64.35605338	78.81053384	112.7857483	81.48355577	144.3133937	106.2542898	34.14180172	69.56744519	48.67612011	22.40252622	1	74.53265014	48.27383222	66.04313632	48.56363203	52.44923737	1	4.160390848	29.89394662	34.46258341	1	4.269065777	76.93732126	5.790514776	13.7028122	1	58.6008103	76.41491897	12.65228789	54.42445186	108.992612	36.54170639	38.44161106	19.7886082	42.21830315	21.58174452	41.7542898	17.76429933	24.25095329	1	1	28.1470448	1	1	26.99261201	1	1	1	29.61177312	33.10128694	2.539799809	51.96877979	23.32197331	16.12035272	1	1	22.69041945	35.97163966	56.91444233	1	63.73617731	15.64847474	22.82030505	61.93493804	1	16.20424214	1	71.95376549	1	10.12225929	95.51596759	10.53789323	108.3977598	100.2480934	23.07793136	24.15181125	43.60367016	32.1556244	1	38.3100572	16.65800763	1	1	173.5064347	9.145138227	66.86725453	61.79242135	26.56124881	102.1827931	57.12607245	19.04837941	60.69923737	14.30910391	23.76453765	69.20090562	1	23.85438513	14.61653956	3.443517636	1	1	29.27025739
"hsa-miR-627"	158.7001907	205.0741182	155.2519066	205.0741182	172.3138704	96.88965682	171.7342707	168.0278837	130.6184461	138.6792183	781.2295043	376.5131077	187.6618208	252.7476168	146.9935653	81.20900858	143.5879409	168.5181125	409.7557197	144.3133937	243.8186368	143.5879409	60.87654909	107.814347	113.3129171	146.5607722	158.2318875	128.1846997	144.7075786	73.60533842	49.09556721	45.47497617	48.67612011	24.35009533	8.021687321	77.60319352	113.9744995	134.0893708	112.3472355	71.58555767	119.0188275	158.7001907	97.06124881	181.6127264	39.48403241	54.71043851	128.8021926	140.0402765	96.71806482	177.1384652	142.5092946	187.6618208	164.5274071	91.56601525	43.38203051	78.81053384	1	9.931601525	35.164204	177.7790753	163.4997617	83.35009533	162.5121544	150.3784557	115.5912774	109.7785987	147.6003337	215.9218303	209.7690658	157.4196854	197.2828885	228.5402765	141.4547188	127.6448999	76.55600572	173.5064347	161.0760248	185.5381316	150.8343661	158.2318875	116.3601049	26.22950429	97.06124881	75.35748332	34.29003813	45.65800763	173.5064347	131.7893232	111.6422784	172.3138704	133.1908961	115.3965682	142.164204	124.6689704	104.8641563	132.9176597	53.27669209	48.56363203	152.4587703	108.8000477	161.5586273	70.12559581	229.7044805	85.36820782	112.1186845	180.9663966	183.5674452	166.4754528	210.7171115	193.457817	158.2318875	230.8686845	198.0960439	88.93446139	147.9895138	140.7457102	110.5788847	156.0831745	65.41015253	83.04003813	60.33865586	115.8593899	35.8315062	14.77859867	233.3400858	63.87917064	90.55171592	94.48236416	33.50548141	72.48403241	43.60367016	83.65514776	91.95162059	38.3100572	40.5407531	83.79432793	28.1470448	1	101.4525739	53.70376549	257.9065777	97.62893232	50.60557674	20.84103908	166.4754528	254.4806959	101.2409438	101.664204	125.5855577	166.4754528	131.5340801	130.6184461	44.54647283	137.9506673	132.9176597	84.97783603
"hsa-miR-628-3p"	84.6599142	54.79051478	176.0235939	252.7476168	152.8817922	189.7457102	184.8057674	176.5810296	144.7075786	189.7457102	142.5092946	81.77383222	174.0750715	120.6453765	74.86820782	89.07769304	69.80338418	97.62893232	20.84103908	38.22616778	92.99261201	71.12607245	208.82102	202.371306	157.4196854	182.9132507	206.9459009	246.7361773	399.1719495	285.2452336	513.4010963	69.68541468	170.0259771	42.94685415	50.73331745	177.1384652	347.221878	242.4475691	156.0831745	114.2013823	358.6603908	251.0748332	192.7333174	310.913489	273.3520019	123.2759771	151.6422784	235.9716397	207.8834604	177.1384652	440.3443756	232.1043851	299.5326501	289.164204	301.6665872	136.1746902	128.8021926	99.4549571	162.9830791	89.5107245	139.03551	98.27287893	144.7075786	170.5903241	267.979266	207.8834604	68.11415634	117.2607245	143.9192088	115.8593899	187.6618208	156.9697331	318.2790753	160.6258341	158.7001907	132.6444233	125.3584366	164.0164442	122.7054337	126.8753575	184.8057674	275.2557197	295.3722593	165.0383699	461.4444709	177.7790753	315.8877502	370.2752622	646.9735462	238.556959	84.6599142	221.6956625	145.7808627	303.8851287	214.9911821	259.5993804	322.9220686	379.671592	428.8666587	248.0691134	379.671592	388.7623928	218.0822212	271.5741182	347.221878	382.8300763	402.6530029	333.2125834	283.0533842	318.2790753	277.1594376	160.1756435	161.5586273	1	87.73522402	344.241897	103.849142	287.2047188	318.2790753	352.6241659	293.3458055	364.3181602	249.4020496	35.07268827	177.7790753	275.2557197	280.8615348	273.3520019	303.8851287	352.6241659	315.8877502	262.850572	315.8877502	269.7962345	297.3987131	291.2550048	1	17.97068637	1	1	1	1.527407054	37.37964728	211.7959962	234.6558627	165.0383699	210.7171115	145.0706625	347.221878	119.6382269	392.2266444	295.3722593	303.8851287	382.8300763	157.8257865	327.8791706
"hsa-miR-628-5p"	84.6599142	96.32102002	41.42445186	56.58269781	55.60653003	33.78765491	65.75953289	45.78384175	44.54647283	44.85343184	100.2480934	48.04885605	83.65514776	52.10414681	117.4668732	59.16801716	117.2607245	50.20638704	144.7075786	88.37392755	38.3100572	21.17111535	162.9830791	120.9030029	46.02025739	103.5402765	122.9501907	103.1089133	27.66372736	61.48736892	64.13107722	154.857245	78.81053384	92.64561487	98.27287893	137.9506673	103.3245949	115.5912774	112.3472355	135.8808389	176.0235939	70.75714967	109.599142	36.61987607	50.60557674	168.0278837	124.900143	116.3601049	62.4528122	71.95376549	83.35009533	130.32102	27.66372736	55.84103908	104.8641563	61.63989514	8.397759771	35.164204	51.164204	127.4082459	123.6017636	162.5121544	101.2409438	78.94399428	64.13107722	64.93398475	121.9416111	160.6258341	148.7371306	112.3472355	98.64656816	75.03741659	95.18040991	65.67421354	51.7628694	16.20424214	67.24475691	105.8048141	108.0011916	66.14037178	18.08508103	1	2.412059104	31.5793613	34.29003813	22.20662536	20.40252622	54.71043851	35.97163966	5.203288847	52.10414681	7.35772164	30.92945663	47.11272641	1	64.59056244	1	1	100.2480934	55.60653003	1	44.54647283	1	8.807673975	2.539799809	73.7542898	64.23999047	47.94018112	86.88298379	92.81911344	64.93398475	98.12416587	75.64752145	1	87.73522402	41.18422307	84.15324118	98.27287893	11.98975214	8.397759771	1	62.36677788	1	10.12225929	1	18.55981888	1	16.36630124	16.20424214	1	43.60367016	114.2013823	52.76382269	27.12607245	12.07769304	107.6280982	1	58.17731173	22.95019066	12.16563394	13.38250715	1.527407054	1	1	60.69923737	90.34771211	81.92588179	77.08245949	97.35438513	51.25571973	100.4139657	116.1275024	1	58.80243089	103.849142	122.4606768
"hsa-miR-629"	18.19947569	1.622735939	318.2790753	349.9230219	152.8817922	162.5121544	127.6448999	122.9501907	134.3796473	385.7962345	39.25738799	1	17.97068637	1	1	1	1	1	1	1	1	1	127.8815539	95.51596759	171.1546711	164.5274071	291.2550048	201.6108198	113.7476168	264.5064347	152.8817922	261.2249762	141.8191134	142.164204	98.27287893	215.9218303	215.9218303	184.8057674	1	6.164204004	100.2480934	158.7001907	109.599142	162.5121544	50.60557674	72.26668255	32.02216397	124.4158723	198.0960439	147.2969495	59.36630124	65.29051478	177.1384652	184.1866063	202.371306	70.38894185	1	56.91444233	42.87821735	1	1	23.20567207	41.87440419	22.40252622	170.0259771	165.5264538	1	1	1	74.24237369	120.9030029	94.99737846	118.7535748	74.11081983	129.6189228	203.1317922	12.93255481	164.0164442	13.7028122	85.36820782	81.92588179	322.9220686	264.5064347	64.59056244	40.18231649	100.8744042	96.71806482	97.62893232	77.8948999	21.58174452	18.957102	7.35772164	1	69.56744519	269.7962345	181.6127264	130.32102	318.2790753	241.0765014	168.0278837	213.9330315	216.8524786	154.857245	171.7342707	235.9716397	279.0104862	180.3884652	174.0750715	198.0960439	183.5674452	193.457817	74.53265014	15.18303146	259.5993804	63.73617731	68.7242612	22.82030505	129.3677312	201.6108198	251.0748332	141.0903241	192.0088179	103.6947092	385.7962345	114.4361296	156.9697331	151.2383222	209.7690658	143.9192088	137.9506673	78.6770734	131.7893232	104.0486177	136.1746902	153.9840324	142.5092946	98.27287893	93.60176358	122.9501907	373.3941849	61.79242135	70.38894185	1	249.4020496	87.58079123	1	14.30910391	66.68755958	79.25476644	20.00595806	86.28979981	1	83.65514776	122.2011439	53.50929457	143.9192088
"hsa-miR-629*"	105.0531459	91.36201144	118.0612488	74.38751192	76.55600572	73.60533842	79.02597712	71.81625357	53.17969495	94.15276454	26.31720686	6.164204004	113.5302669	34.64942803	159.6720686	273.3520019	43.71377502	1	33.44447092	68.45376549	30.6093899	262.850572	234.6558627	120.9030029	171.1546711	132.0445663	136.743327	148.7371306	203.1317922	194.9759295	64.13107722	85.24451859	170.0259771	165.5264538	201.6108198	177.1384652	135.5869876	115.5912774	42.10748332	40.01835081	81.48355577	93.13179218	142.8829838	254.4806959	402.6530029	72.26668255	95.82530982	86.42874166	144.7075786	177.1384652	83.35009533	65.29051478	147.2969495	72.26668255	123.6017636	95.98212583	1	1	19.39537655	72.26668255	43.82387989	40.28145853	73.60533842	22.40252622	172.9101525	119.4158723	59.36630124	41.10271687	56.69709247	52.44923737	178.4196854	132.9176597	133.4949952	74.11081983	90.34771211	29.14227836	76.93732126	45.08984747	122.7054337	66.14037178	94.15276454	1	39.72259295	75.35748332	6.240467112	32.66658723	151.6422784	68.23236416	91.75881792	210.7171115	52.10414681	115.3965682	104.4616301	165.5264538	72.58674929	89.96258341	41.42445186	34.46258341	61.48736892	28.1470448	108.3977598	84.31911344	16.20424214	57.01739752	112.1186845	167.4821258	156.5197807	119.4158723	171.7342707	131.5340801	145.0706625	98.12416587	105.2473785	1	116.1275024	81.92588179	55.36344137	119.0188275	96.88965682	33.78765491	121.9416111	175.3336511	11.16754051	1	134.9530505	115.3965682	82.51310772	71.23093422	106.2542898	111.6422784	114.4361296	52.76382269	39.81244042	96.71806482	86.72664442	142.5092946	1	31.49523356	1	1	24.45877026	1	50.60557674	1	55.24094376	53.89823642	36.12797903	98.27287893	60.33865586	1	100.4139657	79.25476644	175.3336511	58.80243089	108.8000477	172.9101525
"hsa-miR-630"	42.72378456	13.38250715	2.148951382	46.71091516	25.82888465	1	43.23879886	58.26906578	18.32530982	44.85343184	1	1	45.78384175	1	60.60224023	89.07769304	37.12607245	17.31768351	33.44447092	32.76572927	11.98975214	174.0750715	1	18.957102	6.164204004	1	20.00595806	15.76858913	113.7476168	1	35.97163966	12.55505243	27.45781697	1	1	13.38250715	33.50548141	71.58555767	3.229980934	1	10.43303146	24.25095329	64.4721163	17.22998093	10.22521449	1	42.47020972	42.39966635	9.931601525	1	1	1	1	7.693279314	56.81148713	21.392755	35.97163966	20.11653956	87.18612965	1	30.53122021	13.61892278	26.85915157	22.40252622	5.92778837	35.25762631	30.53122021	41.10271687	34.98117255	5.316253575	35.35104862	52.23951382	48.18612965	1	1	1	2.907769304	32.56744519	1.838179218	47.21758818	1	6.656101049	35.71711153	1	20.84103908	1	33.8906101	57.23474738	17.52740705	49.09556721	32.66658723	17.76429933	30.92945663	69.56744519	22.59699714	54.62106768	1	34.46258341	61.48736892	13.05838894	78.81053384	44.54647283	1	45.37202097	2.539799809	15.76858913	45.37202097	75.03741659	57.12607245	30.07125834	10.97688275	2.412059104	42.87821735	2.053622498	24.25095329	32.84389895	4.05171592	21.04313632	1	25.63632031	7.693279314	22.40252622	58.7113918	35.07268827	95.51596759	1	19.39537655	1	33.50548141	24.15181125	60.47044805	1	1	1	1	1	17.31768351	31.49523356	1	1	61.79242135	1	1	10.12225929	9.80386082	53.89823642	8.021687321	27.23856053	27.45781697	101.2409438	114.936368	39.17945663	65.75953289	93.99833174	1	1
"hsa-miR-631"	132.3444948	122.4606768	105.6232126	104.4616301	131.2249762	124.6689704	104.6751668	155.6465682	134.3796473	124.6689704	192.0088179	179.8105338	152.4587703	171.7342707	175.3336511	147.6003337	200.750715	129.3677312	220.5038132	160.6258341	122.2011439	143.5879409	60.87654909	47.60653003	129.9699714	103.5402765	136.743327	86.28979981	144.7075786	129.1165396	35.97163966	57.4978551	106.4506673	42.94685415	85.4849857	13.38250715	76.69709247	134.0893708	42.10748332	119.0188275	81.48355577	70.75714967	154.857245	45.37202097	119.6382269	123.2759771	141.8191134	116.3601049	62.4528122	99.63798856	142.5092946	100.5798379	133.1908961	111.6422784	79.25476644	115.3965682	117.2607245	56.91444233	87.18612965	127.4082459	115.3965682	142.8829838	132.3444948	116.5927073	160.6258341	109.7785987	188.3272164	128.4878456	119.6382269	112.3472355	120.9030029	156.9697331	149.9225453	110.3941849	158.7001907	90.34771211	174.6437083	105.8048141	122.7054337	182.9132507	94.15276454	178.4196854	158.7001907	562.8549809	461.4444709	45.65800763	212.8748808	178.4196854	330.5846044	146.9935653	120.6453765	126.5152526	163.4997617	135.8808389	172.3138704	108.0011916	141.8191134	206.9459009	191.2538132	150.3784557	198.993327	193.457817	81.20900858	130.9158723	112.1186845	133.1908961	129.6189228	97.49165872	94.65753098	92.81911344	109.2061487	138.6792183	176.0235939	194.9759295	147.9895138	140.7457102	156.0831745	163.4997617	170.5903241	104.0486177	121.9416111	175.3336511	301.6665872	155.2519066	177.7790753	106.4506673	158.2318875	183.5674452	128.1846997	100.5798379	147.9895138	142.164204	146.9935653	96.71806482	176.0235939	158.7001907	200.750715	1	36.92183031	20.31482364	132.9176597	166.4754528	197.2828885	232.1043851	297.3987131	106.9907054	193.457817	110.3941849	136.4590086	166.4754528	131.5340801	392.2266444	208.82102	151.2383222	205.0741182	108.3977598
"hsa-miR-632"	18.19947569	42.21830315	9.238560534	14.92159199	1	33.78765491	21.58174452	14.92159199	27.35104862	1	26.31720686	6.164204004	4.984985701	46.22020972	20.31482364	36.04980934	21.76858913	43.02121068	1.838179218	4.848188751	38.3100572	38.14227836	27.45781697	33.10128694	17.42254528	1	52.54456625	33.3529552	1	61.48736892	3.0107245	33.5664919	4.160390848	58.49022879	85.4849857	53.27669209	1	28.87940896	19.32102002	1	10.43303146	3.0107245	38.14227836	36.61987607	1	38.00881792	2.787654909	13.78670162	1	46.42016206	71.81625357	118.0612488	11.98975214	81.34628217	72.17897998	29.14227836	80.40061964	87.88965682	171.7342707	6.942087703	1	5.316253575	1.527407054	22.40252622	19.39537655	1	7.277645377	1	1.838179218	1	53.80100095	28.1470448	20.75333651	7.474022879	51.7628694	16.20424214	34.46258341	32.56744519	1.838179218	1	18.08508103	45.47497617	82.3529552	64.59056244	52.98522402	3.540753098	55.36344137	1	30.6093899	107.2162774	1	34.64942803	5.541229743	1	29.14227836	58.80243089	155.6465682	48.56363203	1	32.1556244	120.3877502	1	103.6947092	85.36820782	61.93493804	27.56458532	23.32197331	1	17.0107245	30.07125834	44.45305052	109.4196854	6.656101049	104.6751668	38.07554814	41.18422307	38.44161106	1	115.5912774	93.60176358	161.0760248	52.3443756	127.4082459	35.07268827	65.94399428	115.3965682	99.21854147	80.17516683	43.71377502	1	147.9895138	92.50452812	146.9935653	116.5927073	153.9840324	96.32102002	162.0412297	6.087940896	80.80529075	103.6947092	132.9176597	17.64585319	539.8637989	69.56744519	77.75	20.31482364	101.2409438	13.50071497	35.90157293	67.99213537	34.29003813	53.27669209	44.54647283	1	5.429218303	48.27383222
"hsa-miR-633"	64.70900858	80.9463775	75.50834128	97.49165872	82.89585319	73.60533842	65.75953289	71.81625357	81.48355577	44.85343184	125.8703527	135.8808389	162.5121544	303.8851287	181.6127264	285.2452336	256.213775	213.9330315	361.4892755	275.2557197	76.69709247	97.06124881	60.87654909	1	46.02025739	132.0445663	72.8229266	1	27.66372736	98.814347	182.9132507	57.4978551	57.01739752	165.5264538	33.10128694	13.38250715	45.37202097	17.64585319	80.05862726	54.42445186	38.68755958	59.5	46.30958055	55.75905624	96.15157293	54.71043851	16.36630124	23.43827455	1	22.3014776	71.81625357	42.55409914	1	55.84103908	36.37583413	46.22020972	43.49285033	43.09556721	77.8948999	25.30433746	111.1768351	90.14370829	57.4978551	22.40252622	1	55.75905624	97.20781697	31.77812202	69.68541468	23.20567207	87.58079123	82.07793136	77.8948999	55.60653003	90.34771211	54.31720686	76.93732126	45.08984747	108.0011916	36.04980934	58.6008103	41.52931363	31.5793613	6.351048618	1.298617731	27.56458532	43.09556721	54.71043851	35.97163966	107.2162774	160.6258341	136.1746902	152.4587703	113.7476168	79.25476644	21.29909438	65.54218303	48.56363203	1	43.49285033	1	44.54647283	44.23951382	8.807673975	1	51.96877979	81.48355577	108.8000477	57.12607245	112.5664919	98.45972355	90.14370829	132.3444948	28.28622498	116.1275024	121.4520972	97.49165872	103.1089133	65.41015253	60.47044805	83.51596759	22.40252622	82.21544328	26.56124881	114.4361296	106.4506673	47.94018112	8.021687321	1	9.454957102	11.61320305	52.76382269	66.59032412	27.12607245	12.07769304	55.24094376	85.36820782	115.3965682	80.80529075	80.664204	13.38250715	81.20900858	23.07793136	33.3529552	72.8229266	60.69923737	25.07745472	48.27383222	1	34.29003813	13.18422307	14.61653956	55.24094376	33.8906101	26.07673975	1
"hsa-miR-634"	243.8186368	113.3129171	103.1089133	56.58269781	152.8817922	179.1151096	33.1813632	96.88965682	72.26668255	144.3133937	26.31720686	97.06124881	128.1846997	144.3133937	95.36344137	358.6603908	134.9530505	74.24237369	220.5038132	121.6968541	154.4206387	119.6382269	44.34628217	120.9030029	28.52264061	65.17087703	243.8186368	218.0822212	130.9158723	30.35962822	12.84103908	12.55505243	1	9.145138227	1	1	113.9744995	81.48355577	121.4520972	86.00786463	229.7044805	93.13179218	166.936368	97.06124881	170.0259771	310.913489	74.70042898	100.8744042	79.66086749	35.164204	142.5092946	77.60319352	57.23474738	153.3048141	7.693279314	86.72664442	1.413012393	21.98593899	103.5402765	106.2542898	106.8188751	36.80719733	48.67612011	22.40252622	115.5912774	101.9964252	76.81720686	57.68851287	94.15276454	39.48403241	79.10795996	102.9204004	103.1089133	262.850572	23.76453765	101.4525739	58.6008103	94.15276454	122.7054337	76.93732126	70.50166826	86.15085796	122.7054337	133.7990944	156.0831745	245.2774071	96.71806482	91.95162059	122.9501907	107.2162774	79.40157293	81.92588179	87.33293613	96.88965682	79.25476644	196.4697331	53.27669209	34.46258341	122.4606768	121.4520972	51.34723546	44.54647283	208.82102	142.5092946	87.58079123	85.86487131	45.37202097	119.4158723	101.8303146	87.03932316	104.2480934	82.78455672	81.77383222	160.6258341	147.9895138	121.4520972	110.5788847	119.0188275	132.3444948	127.6448999	141.0903241	90.34771211	58.7113918	227.4263584	1	115.3965682	99.21854147	56.91444233	155.2519066	87.18612965	237.2642993	149.5090562	136.743327	152.0505243	167.4821258	132.9176597	267.979266	58.17731173	122.9501907	110.3941849	61.79242135	116.3601049	197.2828885	10.12225929	40.88203051	72.8229266	81.92588179	153.9840324	186.2704957	83.79432793	100.4139657	130.6184461	285.2452336	53.89823642	108.8000477	94.99737846
